"No.","Time","Source","Destination","Protocol","Length","Info"
"67702","447.658615","146.75.47.42","192.168.18.44","TCP","60","443  >  43755 [ACK] Seq=1 Ack=1949 Win=144384 Len=0"
"67703","447.658615","146.75.47.42","192.168.18.44","TLSv1.2","183","[TCP Previous segment not captured] , Ignored Unknown Record"
"67704","447.658615","146.75.47.42","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  43755 [ACK] Seq=1 Ack=1949 Win=144384 Len=1412"
"67705","447.658615","192.168.18.1","192.168.18.44","DNS","531","Standard query response 0x5149 HTTPS pub-ent-inso-02-t.trouter.teams.microsoft.com CNAME partition-cname-trouter.pub-ent-inso-02.ic3-edf-trouter.southindia-prod.cosmic.office.net CNAME cosmic-southindia-ns-7607760f7e50.trafficmanager.net CNAME partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-054.ic3-edf-trouter.01-southindia-prod.cosmic.office.net SOA ns1-34.azure-dns.com"
"67706","447.658699","192.168.18.44","146.75.47.42","TCP","66","[TCP Dup ACK 67685#1] 43755  >  443 [ACK] Seq=1949 Ack=1 Win=65280 Len=0 SLE=1413 SRE=1542"
"67707","447.659129","192.168.18.44","146.75.47.42","TCP","54","43755  >  443 [ACK] Seq=1949 Ack=1542 Win=65280 Len=0"
"67708","447.659837","192.168.18.44","146.75.47.42","TLSv1.2","118","Change Cipher Spec, Application Data"
"67709","447.660090","192.168.18.44","146.75.47.42","TLSv1.2","146","Application Data"
"67710","447.660311","192.168.18.44","146.75.47.42","TLSv1.2","639","Application Data"
"67711","447.662074","192.168.18.1","192.168.18.44","DNS","422","Standard query response 0x7136 A pub-ent-inso-02-t.trouter.teams.microsoft.com CNAME partition-cname-trouter.pub-ent-inso-02.ic3-edf-trouter.southindia-prod.cosmic.office.net CNAME cosmic-southindia-ns-7607760f7e50.trafficmanager.net CNAME partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-054.ic3-edf-trouter.01-southindia-prod.cosmic.office.net A 52.123.176.151"
"67712","447.662853","192.168.18.44","52.123.176.151","TCP","66","57825  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"67713","447.697820","146.75.47.42","192.168.18.44","TCP","60","443  >  43755 [ACK] Seq=1542 Ack=2013 Win=144384 Len=0"
"67714","447.697820","146.75.47.42","192.168.18.44","TCP","60","443  >  43755 [ACK] Seq=1542 Ack=2105 Win=144384 Len=0"
"67715","447.697820","146.75.47.42","192.168.18.44","TLSv1.2","119","Application Data"
"67716","447.697820","146.75.47.42","192.168.18.44","TCP","60","443  >  43755 [ACK] Seq=1607 Ack=2690 Win=143872 Len=0"
"67717","447.698152","192.168.18.44","146.75.47.42","TLSv1.2","85","Application Data"
"67718","447.719310","192.168.18.44","103.10.124.5","TCP","54","63210  >  27019 [FIN, ACK] Seq=1 Ack=1 Win=65280 Len=0"
"67719","447.735901","52.123.176.151","192.168.18.44","TCP","66","443  >  57825 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM WS=128"
"67720","447.736110","192.168.18.44","52.123.176.151","TCP","54","57825  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"67721","447.736380","146.75.47.42","192.168.18.44","TCP","60","443  >  43755 [ACK] Seq=1607 Ack=2721 Win=143872 Len=0"
"67722","447.737177","192.168.18.44","52.123.176.151","TCP","1466","57825  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 67723]"
"67723","447.737177","192.168.18.44","52.123.176.151","TLSv1.3","720","Client Hello (SNI=pub-ent-inso-02-t.trouter.teams.microsoft.com)"
"67724","447.741045","20.184.175.3","192.168.18.44","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"67725","447.747430","192.168.18.44","20.184.175.3","TLSv1.2","483","Application Data"
"67726","447.750250","192.168.18.44","150.171.28.11","TCP","55","[TCP Keep-Alive] 11712  >  443 [ACK] Seq=4201 Ack=9658 Win=65280 Len=1"
"67727","447.750904","192.168.18.30","224.0.0.251","MDNS","367","Standard query response 0x0000 PTR Abdullah._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 58609 Abdullah.local AAAA, cache flush fe80::c9f:9cc2:1f9d:b605 A, cache flush 192.168.18.30 NSEC, cache flush Abdullah._companion-link._tcp.local NSEC, cache flush Abdullah.local"
"67728","447.752032","fe80::c9f:9cc2:1f9d:b605","ff02::fb","MDNS","387","Standard query response 0x0000 PTR Abdullah._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 58609 Abdullah.local AAAA, cache flush fe80::c9f:9cc2:1f9d:b605 A, cache flush 192.168.18.30 NSEC, cache flush Abdullah._companion-link._tcp.local NSEC, cache flush Abdullah.local"
"67729","447.753693","Ubiquiti_23:54:f3","Broadcast","ARP","60","Who has 192.168.18.222? Tell 192.168.18.4"
"67730","447.753733","192.168.18.4","255.255.255.255","UDP","272","52498  >  10001 Len=230"
"67731","447.754831","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9942d475"
"67732","447.754897","fe80::f6e2:c6ff:fe23:54f3","ff02::1","UDP","292","53926  >  10001 Len=230"
"67733","447.756771","0.0.0.0","255.255.255.255","DHCP","364","DHCP Request  - Transaction ID 0x97663176"
"67734","447.762510","52.123.171.33","192.168.18.44","TCP","66","443  >  43628 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM WS=128"
"67735","447.762510","103.10.124.5","192.168.18.44","TCP","60","27019  >  63210 [FIN, ACK] Seq=1 Ack=2 Win=4380 Len=0"
"67736","447.762881","192.168.18.44","103.10.124.5","TCP","54","63210  >  27019 [ACK] Seq=2 Ack=2 Win=65280 Len=0"
"67737","447.762986","192.168.18.44","52.123.171.33","TCP","54","43628  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"67738","447.763991","192.168.18.44","52.123.171.33","TLSv1.2","447","Client Hello (SNI=pub-ent-jpwe-09-t.trouter.teams.microsoft.com)"
"67739","447.779726","103.10.124.4","192.168.18.44","TCP","1466","27020  >  63214 [ACK] Seq=3873 Ack=2262 Win=4952 Len=1412 [TCP PDU reassembled in 67741]"
"67740","447.779726","103.10.124.4","192.168.18.44","TCP","191","[TCP Previous segment not captured] 27020  >  63214 [PSH, ACK] Seq=6697 Ack=2262 Win=4952 Len=137 [TCP PDU reassembled in 67741]"
"67741","447.779726","103.10.124.4","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 27020  >  63214 [PSH, ACK] Seq=5285 Ack=2262 Win=4952 Len=1412"
"67742","447.779957","192.168.18.44","103.10.124.4","TCP","66","63214  >  27020 [ACK] Seq=2262 Ack=5285 Win=65280 Len=0 SLE=6697 SRE=6834"
"67743","447.780154","192.168.18.44","103.10.124.4","TCP","54","63214  >  27020 [ACK] Seq=2262 Ack=6834 Win=65280 Len=0"
"67744","447.789760","150.171.28.11","192.168.18.44","TCP","60","443  >  11712 [RST] Seq=9658 Win=0 Len=0"
"67745","447.812081","52.123.176.151","192.168.18.44","TCP","60","443  >  57825 [ACK] Seq=1 Ack=1413 Win=67200 Len=0"
"67746","447.812081","52.123.176.151","192.168.18.44","TCP","60","443  >  57825 [ACK] Seq=1 Ack=2079 Win=70016 Len=0"
"67747","447.812081","52.123.176.151","192.168.18.44","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"67748","447.814075","192.168.18.44","52.123.176.151","TLSv1.3","978","Change Cipher Spec, Client Hello (SNI=pub-ent-inso-02-t.trouter.teams.microsoft.com)"
"67749","447.816902","52.123.160.114","192.168.18.44","TCP","60","443  >  38078 [ACK] Seq=9776 Ack=4544 Win=78848 Len=0"
"67750","447.863421","192.168.18.44","103.10.124.4","TLSv1.2","378","Application Data"
"67751","447.863846","192.168.18.44","103.10.124.4","TLSv1.2","266","Application Data, Application Data"
"67752","447.863968","192.168.18.44","103.10.124.4","TLSv1.2","132","Application Data"
"67753","447.868909","52.123.171.33","192.168.18.44","TCP","60","443  >  43628 [ACK] Seq=1 Ack=394 Win=64128 Len=0"
"67754","447.871891","52.123.171.33","192.168.18.44","TLSv1.2","1466","Server Hello"
"67755","447.871891","52.123.171.33","192.168.18.44","TCP","736","[TCP Previous segment not captured] 443  >  43628 [PSH, ACK] Seq=5649 Ack=394 Win=64128 Len=682 [TCP PDU reassembled in 67758], Server Key Exchange, Server Hello Done"
"67756","447.871891","52.123.171.33","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  43628 [ACK] Seq=2825 Ack=394 Win=64128 Len=1412 [TCP PDU reassembled in 67758]"
"67757","447.871891","52.123.171.33","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  43628 [PSH, ACK] Seq=1413 Ack=394 Win=64128 Len=1412 [TCP PDU reassembled in 67758]"
"67758","447.871891","52.123.171.33","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  43628 [PSH, ACK] Seq=4237 Ack=394 Win=64128 Len=1412"
"67759","447.872070","192.168.18.44","52.123.171.33","TCP","66","43628  >  443 [ACK] Seq=394 Ack=1413 Win=65280 Len=0 SLE=5649 SRE=6331"
"67760","447.872131","192.168.18.44","52.123.171.33","TCP","74","[TCP Dup ACK 67759#1] 43628  >  443 [ACK] Seq=394 Ack=1413 Win=65280 Len=0 SLE=2825 SRE=4237 SLE=5649 SRE=6331"
"67761","447.872151","192.168.18.44","52.123.171.33","TCP","66","43628  >  443 [ACK] Seq=394 Ack=4237 Win=65280 Len=0 SLE=5649 SRE=6331"
"67762","447.872263","192.168.18.44","52.123.171.33","TCP","54","43628  >  443 [ACK] Seq=394 Ack=6331 Win=65280 Len=0"
"67763","447.878238","192.168.18.44","52.123.171.33","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"67764","447.881334","192.168.18.44","103.10.124.4","TLSv1.2","135","Application Data"
"67765","447.891723","52.123.176.151","192.168.18.44","TLSv1.3","1466","Server Hello, Application Data"
"67766","447.891723","52.123.176.151","192.168.18.44","TCP","1466","[TCP Previous segment not captured] 443  >  57825 [ACK] Seq=5748 Ack=3003 Win=72832 Len=1412 [TCP PDU reassembled in 67770]"
"67767","447.891723","52.123.176.151","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  57825 [PSH, ACK] Seq=1512 Ack=3003 Win=72832 Len=1412 [TCP PDU reassembled in 67770]"
"67768","447.891723","52.123.176.151","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  57825 [PSH, ACK] Seq=4336 Ack=3003 Win=72832 Len=1412 [TCP PDU reassembled in 67770]"
"67769","447.891723","52.123.176.151","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  57825 [ACK] Seq=2924 Ack=3003 Win=72832 Len=1412 [TCP PDU reassembled in 67770]"
"67770","447.891723","52.123.176.151","192.168.18.44","TLSv1.3","1355","Application Data, Application Data, Application Data"
"67771","447.891836","192.168.18.44","52.123.176.151","TCP","66","57825  >  443 [ACK] Seq=3003 Ack=1512 Win=65280 Len=0 SLE=5748 SRE=7160"
"67772","447.891883","192.168.18.44","52.123.176.151","TCP","66","57825  >  443 [ACK] Seq=3003 Ack=2924 Win=65280 Len=0 SLE=5748 SRE=7160"
"67773","447.891969","192.168.18.44","52.123.176.151","TCP","66","[TCP Dup ACK 67772#1] 57825  >  443 [ACK] Seq=3003 Ack=2924 Win=65280 Len=0 SLE=4336 SRE=7160"
"67774","447.891988","192.168.18.44","52.123.176.151","TCP","54","57825  >  443 [ACK] Seq=3003 Ack=7160 Win=65280 Len=0"
"67775","447.892004","192.168.18.44","52.123.176.151","TCP","54","57825  >  443 [ACK] Seq=3003 Ack=8461 Win=64000 Len=0"
"67776","447.897640","192.168.18.44","52.123.176.151","TLSv1.3","128","Application Data"
"67777","447.901510","103.10.124.4","192.168.18.44","TCP","66","[TCP Dup ACK 67688#1] 27020  >  63214 [ACK] Seq=6834 Ack=2262 Win=5512 Len=0 SLE=2798 SRE=2876"
"67778","447.901510","103.10.124.4","192.168.18.44","TCP","66","27020  >  63214 [ACK] Seq=6834 Ack=2586 Win=5188 Len=0 SLE=2798 SRE=2876"
"67779","447.901510","103.10.124.4","192.168.18.44","TCP","60","27020  >  63214 [ACK] Seq=6834 Ack=2876 Win=4900 Len=0"
"67780","447.902222","192.168.18.44","52.123.176.151","TLSv1.3","994","Application Data"
"67781","447.912139","146.75.47.42","192.168.18.44","TLSv1.2","717","Application Data"
"67782","447.912139","146.75.47.42","192.168.18.44","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"67783","447.912139","146.75.47.42","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  43755 [ACK] Seq=2270 Ack=2721 Win=143872 Len=1412"
"67784","447.912139","146.75.47.42","192.168.18.44","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"67785","447.912139","146.75.47.42","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  43755 [ACK] Seq=5094 Ack=2721 Win=143872 Len=1412"
"67786","447.912139","146.75.47.42","192.168.18.44","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"67787","447.912139","146.75.47.42","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  43755 [ACK] Seq=7918 Ack=2721 Win=143872 Len=1412"
"67788","447.912139","146.75.47.42","192.168.18.44","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"67789","447.912139","146.75.47.42","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  43755 [ACK] Seq=10742 Ack=2721 Win=143872 Len=1412"
"67790","447.912139","146.75.47.42","192.168.18.44","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"67791","447.912139","146.75.47.42","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  43755 [ACK] Seq=13566 Ack=2721 Win=143872 Len=1412"
"67792","447.912139","146.75.47.42","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"67793","447.912139","146.75.47.42","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"67794","447.912139","146.75.47.42","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"67795","447.912139","146.75.47.42","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"67796","447.912139","146.75.47.42","192.168.18.44","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"67797","447.912139","146.75.47.42","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  43755 [ACK] Seq=22038 Ack=2721 Win=143872 Len=1412"
"67798","447.912139","146.75.47.42","192.168.18.44","TCP","1466","443  >  43755 [ACK] Seq=24862 Ack=2721 Win=143872 Len=1412 [TCP PDU reassembled in 67819]"
"67799","447.912139","146.75.47.42","192.168.18.44","TCP","1466","443  >  43755 [PSH, ACK] Seq=26274 Ack=2721 Win=143872 Len=1412 [TCP PDU reassembled in 67819]"
"67800","447.912139","146.75.47.42","192.168.18.44","TCP","1466","443  >  43755 [ACK] Seq=27686 Ack=2721 Win=143872 Len=1412 [TCP PDU reassembled in 67819]"
"67801","447.912139","146.75.47.42","192.168.18.44","TCP","1466","443  >  43755 [PSH, ACK] Seq=29098 Ack=2721 Win=143872 Len=1412 [TCP PDU reassembled in 67819]"
"67802","447.912139","146.75.47.42","192.168.18.44","TCP","1466","443  >  43755 [ACK] Seq=30510 Ack=2721 Win=143872 Len=1412 [TCP PDU reassembled in 67819]"
"67803","447.912139","146.75.47.42","192.168.18.44","TCP","1466","443  >  43755 [PSH, ACK] Seq=31922 Ack=2721 Win=143872 Len=1412 [TCP PDU reassembled in 67819]"
"67804","447.912139","146.75.47.42","192.168.18.44","TCP","1466","443  >  43755 [ACK] Seq=33334 Ack=2721 Win=143872 Len=1412 [TCP PDU reassembled in 67819]"
"67805","447.912284","192.168.18.44","146.75.47.42","TCP","66","43755  >  443 [ACK] Seq=2721 Ack=2270 Win=64768 Len=0 SLE=3682 SRE=5094"
"67806","447.912320","192.168.18.44","146.75.47.42","TCP","54","43755  >  443 [ACK] Seq=2721 Ack=5094 Win=65280 Len=0"
"67807","447.912332","192.168.18.44","146.75.47.42","TCP","66","[TCP Dup ACK 67806#1] 43755  >  443 [ACK] Seq=2721 Ack=5094 Win=65280 Len=0 SLE=6506 SRE=7918"
"67808","447.912344","192.168.18.44","146.75.47.42","TCP","54","43755  >  443 [ACK] Seq=2721 Ack=7918 Win=65280 Len=0"
"67809","447.912353","192.168.18.44","146.75.47.42","TCP","66","[TCP Dup ACK 67808#1] 43755  >  443 [ACK] Seq=2721 Ack=7918 Win=65280 Len=0 SLE=9330 SRE=10742"
"67810","447.912363","192.168.18.44","146.75.47.42","TCP","54","43755  >  443 [ACK] Seq=2721 Ack=10742 Win=65280 Len=0"
"67811","447.912373","192.168.18.44","146.75.47.42","TCP","66","[TCP Dup ACK 67810#1] 43755  >  443 [ACK] Seq=2721 Ack=10742 Win=65280 Len=0 SLE=12154 SRE=13566"
"67812","447.912393","192.168.18.44","146.75.47.42","TCP","54","43755  >  443 [ACK] Seq=2721 Ack=13566 Win=65280 Len=0"
"67813","447.912403","192.168.18.44","146.75.47.42","TCP","66","[TCP Dup ACK 67812#1] 43755  >  443 [ACK] Seq=2721 Ack=13566 Win=65280 Len=0 SLE=14978 SRE=16390"
"67814","447.912417","192.168.18.44","146.75.47.42","TCP","54","43755  >  443 [ACK] Seq=2721 Ack=16390 Win=65280 Len=0"
"67815","447.912430","192.168.18.44","146.75.47.42","TCP","66","43755  >  443 [ACK] Seq=2721 Ack=22038 Win=65280 Len=0 SLE=23450 SRE=24862"
"67816","447.912450","192.168.18.44","146.75.47.42","TCP","54","43755  >  443 [ACK] Seq=2721 Ack=24862 Win=65280 Len=0"
"67817","447.912463","192.168.18.44","146.75.47.42","TCP","54","43755  >  443 [ACK] Seq=2721 Ack=34746 Win=65280 Len=0"
"67818","447.912695","192.168.18.44","103.10.124.4","TLSv1.2","126","Application Data"
"67819","447.915846","146.75.47.42","192.168.18.44","TLSv1.2","1466","Encrypted Alert, Ignored Unknown Record"
"67820","447.915846","146.75.47.42","192.168.18.44","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"67821","447.915846","146.75.47.42","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  43755 [ACK] Seq=36158 Ack=2721 Win=143872 Len=1412"
"67822","447.915846","146.75.47.42","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"67823","447.915846","146.75.47.42","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"67824","447.915846","146.75.47.42","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"67825","447.915910","192.168.18.44","146.75.47.42","TCP","66","43755  >  443 [ACK] Seq=2721 Ack=36158 Win=65280 Len=0 SLE=37570 SRE=38982"
"67826","447.915944","192.168.18.44","146.75.47.42","TCP","54","43755  >  443 [ACK] Seq=2721 Ack=38982 Win=65280 Len=0"
"67827","447.915958","192.168.18.44","146.75.47.42","TCP","54","43755  >  443 [ACK] Seq=2721 Ack=43218 Win=65280 Len=0"
"67828","447.931880","192.168.18.44","146.75.47.42","QUIC","476","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67829","447.932589","192.168.18.44","146.75.47.42","QUIC","517","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67830","447.932879","192.168.18.44","146.75.47.42","QUIC","516","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67831","447.933087","192.168.18.44","146.75.47.42","QUIC","476","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67832","447.933261","192.168.18.44","146.75.47.42","QUIC","517","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67833","447.933487","192.168.18.44","146.75.47.42","QUIC","517","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67834","447.933738","192.168.18.44","146.75.47.42","QUIC","476","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67835","447.933933","192.168.18.44","146.75.47.42","QUIC","516","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67836","447.934206","192.168.18.44","146.75.47.42","QUIC","477","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67837","447.934360","192.168.18.44","146.75.47.42","QUIC","477","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67838","447.934472","192.168.18.44","146.75.47.42","QUIC","476","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67839","447.934599","192.168.18.44","146.75.47.42","QUIC","477","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67840","447.942784","103.10.124.4","192.168.18.44","TLSv1.2","202","Application Data"
"67841","447.948650","103.10.124.4","192.168.18.44","TLSv1.2","106","Application Data"
"67842","447.948650","146.75.47.42","192.168.18.44","TCP","1466","443  >  43755 [ACK] Seq=43218 Ack=2721 Win=143872 Len=1412"
"67843","447.948650","146.75.47.42","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"67844","447.948650","146.75.47.42","192.168.18.44","TLSv1.2","1302","Ignored Unknown Record"
"67845","447.948836","192.168.18.44","146.75.47.42","TCP","54","43755  >  443 [ACK] Seq=2721 Ack=47290 Win=65280 Len=0"
"67846","447.948884","192.168.18.44","103.10.124.4","TCP","54","63214  >  27020 [ACK] Seq=3029 Ack=7034 Win=65280 Len=0"
"67847","447.960583","20.184.175.3","192.168.18.44","TLSv1.2","108","Application Data"
"67848","447.960680","192.168.18.44","20.184.175.3","TLSv1.2","1020","Application Data"
"67849","447.968262","146.75.47.42","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"67850","447.968262","146.75.47.42","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"67851","447.969797","192.168.18.44","104.18.41.41","TCP","1454","8192  >  443 [ACK] Seq=94775 Ack=118123 Win=65280 Len=1400 [TCP PDU reassembled in 67855]"
"67852","447.969797","192.168.18.44","104.18.41.41","TCP","1454","8192  >  443 [ACK] Seq=96175 Ack=118123 Win=65280 Len=1400 [TCP PDU reassembled in 67855]"
"67853","447.969797","192.168.18.44","104.18.41.41","TCP","1454","8192  >  443 [ACK] Seq=97575 Ack=118123 Win=65280 Len=1400 [TCP PDU reassembled in 67855]"
"67854","447.969797","192.168.18.44","104.18.41.41","TCP","1454","8192  >  443 [ACK] Seq=98975 Ack=118123 Win=65280 Len=1400 [TCP PDU reassembled in 67855]"
"67855","447.969797","192.168.18.44","104.18.41.41","TLSv1.3","1224","Application Data"
"67856","447.969918","192.168.18.44","104.18.41.41","TLSv1.3","416","Application Data"
"67857","447.975047","52.123.176.151","192.168.18.44","TLSv1.3","628","Application Data, Application Data"
"67858","447.975047","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67859","447.975047","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67860","447.975047","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67861","447.975047","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67862","447.975047","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67863","447.975047","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67864","447.975047","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67865","447.975047","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67866","447.975047","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67867","447.975317","192.168.18.44","52.123.176.151","TCP","54","57825  >  443 [ACK] Seq=4017 Ack=9035 Win=65280 Len=0"
"67868","447.975427","192.168.18.44","146.75.47.42","QUIC","84","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67869","447.975497","192.168.18.44","146.75.47.42","QUIC","86","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67870","447.975622","192.168.18.44","146.75.47.42","QUIC","84","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67871","447.975650","192.168.18.44","146.75.47.42","QUIC","82","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67872","447.975697","192.168.18.44","146.75.47.42","QUIC","84","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67873","447.975790","192.168.18.44","146.75.47.42","QUIC","82","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67874","447.975822","192.168.18.44","146.75.47.42","QUIC","84","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67875","447.975850","192.168.18.44","146.75.47.42","QUIC","82","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67876","447.985579","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67877","447.985579","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67878","447.985579","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67879","447.985579","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67880","447.985579","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67881","447.985579","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67882","447.986051","192.168.18.44","146.75.47.42","QUIC","84","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67883","447.986133","192.168.18.44","146.75.47.42","QUIC","84","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67884","447.986324","192.168.18.44","146.75.47.42","QUIC","82","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67885","447.986373","192.168.18.44","146.75.47.42","QUIC","82","Protected Payload (KP0), DCID=65b88c5d9daccedf6d38b53f0386189758"
"67886","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67887","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67888","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67889","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67890","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67891","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67892","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67893","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67894","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67895","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67896","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67897","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67898","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67899","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67900","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67901","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67902","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
"67903","447.989239","146.75.47.42","192.168.18.44","QUIC","1322","Protected Payload (KP0)"
